"pollingstation","TECnum","regionmarzes","TEC","subregion","avagian","geghamian","demirchian","karapetian","harutyunian","manukian","margarian","sargsian","kocharian","total","PSnum","mon_voting","mon_counting","mon_voting_R2","NOTmon_voting","PollingStationR2","DemirchianR2","KocharianR2","votersR2","mon_votingR2","mom_countingR2","yi2","O1","O2","O3","O4","O5","O6","O7","O8","O9","AveKocharian","urban","totalvoters","turnout","R2turnout","nearNagorno","Ararat","Armavir","Gegharkunik","Kotayk","Lori","Shirak","Syunik","Tavush","Vayots_Dzor","Yerevan","phat","voterspersqkm","regiontotalvoters","regiontotalmonitors","voterpermonitoredstation","R1R2only","_Isubregion_2","_Isubregion_3","_Isubregion_4","_Isubregion_5","_Isubregion_6","_Isubregion_7","_Isubregion_8","_Isubregion_9","_Isubregion_10","_Isubregion_11","_Isubregion_12","_Isubregion_13","_Isubregion_14","_Isubregion_15","_Isubregion_16","_Isubregion_17","_Isubregion_18","_Isubregion_19","_Isubregion_20","_Isubregion_21","_Isubregion_22","_Isubregion_23","_Isubregion_24","_Isubregion_25","_Isubregion_26","_Isubregion_27","_Isubregion_28","_Isubregion_29","_Isubregion_30","_Isubregion_31","_Isubregion_32","_Isubregion_33","_Isubregion_34","_Isubregion_35","_Isubregion_36","_Isubregion_37","_Isubregion_38","_Isubregion_39","_Isubregion_40"
"  0446. Ashnak, Club",19,"Aragatsotn","Tec#19","Talin",0.00330000021494925,0.103799998760223,0.569999992847443,0.013200000859797,0.0015999999595806,0.013200000859797,0,0.0015999999595806,0.293199986219406,607,446,1,1,0,0,"0446. Ashnak, Club",0.517300009727478,0.482699990272522,636,0,0,0.553653478622437,0,1,0,0,0,1,0,0,1,0.387950003147125,0,864,0.702546298503876,0.736111104488373,0,0,0,0,0,0,0,0,0,0,0,0.326882511377335,33.8997001647949,93292,37,2521.40551757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0503. Aparan, 'Turbaza' hotel",20,"Aragatsotn","Tec#20","Ashtarak",0.00249999994412065,0.251900017261505,0.174500003457069,0.0370000004768372,0,0.0115000000223517,0,0,0.522599995136261,1215,503,0,0,0,1,"0503. Aparan, 'Turbaza' hotel",0.423999965190887,0.575999975204468,1198,0,0,0.691823363304138,1,0,0,0,1,0,0,0,0,0.549299955368042,1,1899,0.6398104429245,0.630858361721039,0,0,0,0,0,0,0,0,0,0,0,0.577307283878326,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0485. Partizak, Club",19,"Aragatsotn","Tec#19","Talin",0.0082999998703599,0.0248000007122755,0.71069997549057,0.016499999910593,0,0,0,0,0.239699989557266,121,485,0,0,0,1,"0485. Partizak, Club",0.52240002155304,0.477600008249283,134,0,0,0.530517280101776,1,0,0,0,1,0,0,0,0,0.358649998903275,0,221,0.547511339187622,0.606334865093231,0,0,0,0,0,0,0,0,0,0,0,0.203473001718521,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0447. Avan, Cultural House",19,"Aragatsotn","Tec#19","Talin",0,0.0948999971151352,0.37950000166893,0.153799995779991,0,0.00260000000707805,0,0.00260000000707805,0.366699993610382,390,447,0,0,0,1,"0447. Avan, Cultural House",0.31920000910759,0.680800020694733,426,0,0,0.602931082248688,1,0,0,0,1,0,0,0,0,0.523750007152557,0,578,0.674740493297577,0.737024247646332,0,0,0,0,0,0,0,0,0,0,0,0.267360478639603,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0478. N. Sasnashen, Cultural House",19,"Aragatsotn","Tec#19","Talin",0.00219999998807907,0.0129999993368983,0.57480001449585,0.0217000003904104,0,0,0,0.00219999998807907,0.386099994182587,461,478,0,0,0,1,"0478. N. Sasnashen, Cultural House",0.486999958753586,0.513000011444092,499,0,0,0.613992750644684,1,0,0,0,1,0,0,0,0,0.449550002813339,0,690,0.66811591386795,0.723188400268555,0,0,0,0,0,0,0,0,0,0,0,0.289840459823608,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0454. Garnahovit, Cultural House",19,"Aragatsotn","Tec#19","Talin",0,0.114399999380112,0.592000007629395,0.0746000036597252,0.00499999988824129,0.00499999988824129,0,0,0.208999991416931,201,454,0,0,0,1,"0454. Garnahovit, Cultural House",0.639400005340576,0.360599964857101,208,0,0,0.51301246881485,1,0,0,0,1,0,0,0,0,0.284799993038177,0,305,0.659016370773315,0.681967198848724,0,0,0,0,0,0,0,0,0,0,0,0.217413231730461,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0469. Katnaghbur, Cultural House",19,"Aragatsotn","Tec#19","Talin",0,0.0546999983489513,0.370299994945526,0.114100001752377,0,0.0125000001862645,0,0,0.448399990797043,640,469,0,0,0,1,"0469. Katnaghbur, Cultural House",0.358100026845932,0.64190000295639,687,0,0,0.649515450000763,1,0,0,0,1,0,0,0,0,0.545149981975555,0,936,0.683760702610016,0.73397433757782,0,0,0,0,0,0,0,0,0,0,0,0.342902719974518,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0528. Hartavan, Club",20,"Aragatsotn","Tec#20","Ashtarak",0,0.383399993181229,0.322099983692169,0.0215000007301569,0.00310000008903444,0.012300000526011,0,0.00310000008903444,0.254599988460541,326,528,0,0,0,1,"0528. Hartavan, Club",0.479999989271164,0.519999980926514,350,0,0,0.539013028144836,1,0,0,0,1,0,0,0,0,0.387299984693527,1,544,0.599264681339264,0.643382370471954,0,0,0,0,0,0,0,0,0,0,0,0.260759502649307,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0432. Voskevaz, Club",19,"Aragatsotn","Tec#19","Talin",0.00549999997019768,0.195800006389618,0.432200014591217,0.0930000022053719,0.00109999999403954,0.0066000004298985,0.00109999999403954,0.00439999997615814,0.260399997234344,914,432,1,0,1,0,"0432. Voskevaz, Club",0.523999989032745,0.476000010967255,1084,1,0,0.535775721073151,0,0,0,1,0,0,0,1,1,0.3682000041008,0,1462,0.625171005725861,0.741450071334839,0,0,0,0,0,0,0,0,0,0,0,0.468823254108429,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0472. Kosh, previous village municipality bld",19,"Aragatsotn","Tec#19","Talin",0.0009000000427477,0.158999994397163,0.593400001525879,0.0407999977469444,0,0.0052000000141561,0,0.0009000000427477,0.199799999594688,1151,472,0,0,0,1,"0472. Kosh, previous village municipality bld",0.580200016498566,0.419799983501434,1203,0,0,0.507766783237457,1,0,0,0,1,0,0,0,0,0.309799998998642,0,2000,0.575500011444092,0.601499974727631,0,0,0,0,0,0,0,0,0,0,0,0.601719796657562,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0524. Tsaghkashen, Club",20,"Aragatsotn","Tec#20","Ashtarak",0.00330000021494925,0.396699994802475,0.173799991607666,0.0688999965786934,0,0.0066000004298985,0,0,0.350800007581711,305,524,0,0,0,1,"0524. Tsaghkashen, Club",0.190099999308586,0.809899985790253,342,0,0,0.593865156173706,1,0,0,0,1,0,0,0,0,0.580349981784821,1,443,0.688487589359283,0.772009015083313,0,0,0,0,0,0,0,0,0,0,0,0.24178247153759,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0532. Melik Gyugh, club",20,"Aragatsotn","Tec#20","Ashtarak",0.00610000034794211,0.172800004482269,0.150399997830391,0.0183000005781651,0,0,0,0.00410000002011657,0.648399949073792,492,532,0,0,0,1,"0532. Melik Gyugh, club",0.207300007343292,0.792699992656708,521,0,0,0.763553023338318,1,0,0,0,1,0,0,0,0,0.720549941062927,1,665,0.739849627017975,0.783458650112152,0,0,0,0,0,0,0,0,0,0,0,0.284726470708847,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0553. Kuchak, Sport School",20,"Aragatsotn","Tec#20","Ashtarak",0.0282999984920025,0.417899996042252,0.222000002861023,0.0227000005543232,0.00109999999403954,0.00680000009015203,0,0,0.30120000243187,883,553,1,0,1,0,"0553. Kuchak, Sport School",0.330900013446808,0.669099986553192,967,1,0,0.55801397562027,0,0,0,1,0,0,0,1,1,0.48514997959137,1,1286,0.686625182628632,0.751944005489349,0,0,0,0,0,0,0,0,0,0,0,0.425384610891342,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0502. Aparan, N2 secondary School",20,"Aragatsotn","Tec#20","Ashtarak",0.00170000002253801,0.255300015211105,0.133599996566772,0.0315000005066395,0.00170000002253801,0.00260000000707805,0,0.0009000000427477,0.572799980640411,1175,502,0,0,0,1,"0502. Aparan, N2 secondary School",0.308699995279312,0.691299974918365,1150,0,0,0.720446825027466,1,0,0,0,1,0,0,0,0,0.632049977779388,1,1721,0.682742595672607,0.668216168880463,0,0,0,0,0,0,0,0,0,0,0,0.5334233045578,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0498. Ashtarak, Road service station building",20,"Aragatsotn","Tec#20","Ashtarak",0.00230000005103648,0.189699992537498,0.410999983549118,0.0350999981164932,0.00119999994058162,0.0164000000804663,0,0.00820000004023314,0.33610001206398,854,498,0,0,0,1,"0498. Ashtarak, Road service station building",0.40090000629425,0.59909999370575,868,0,0,0.585483372211456,1,0,0,0,1,0,0,0,0,0.467599987983704,1,1719,0.496800452470779,0.504944741725922,0,0,0,0,0,0,0,0,0,0,0,0.532925963401794,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0482. Shamiram, Club",19,"Aragatsotn","Tec#19","Talin",0.00410000002011657,0.0909000039100647,0.148800000548363,0.049600001424551,0,0.0248000007122755,0,0.00410000002011657,0.677699983119965,242,482,0,0,0,1,"0482. Shamiram, Club",0.341100007295609,0.658900022506714,302,0,0,0.780259490013123,1,0,0,0,1,0,0,0,0,0.668300032615662,0,984,0.245934963226318,0.306910574436188,0,0,0,0,0,0,0,0,0,0,0,0.353788077831268,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0540. Chknagh, School",20,"Aragatsotn","Tec#20","Ashtarak",0,0.00699999975040555,0.0350000001490116,0.00699999975040555,0,0,0,0,0.950999975204468,143,540,0,0,0,1,"0540. Chknagh, School",0.0902999937534332,0.909700036048889,144,0,0,0.936091840267181,1,0,0,0,1,0,0,0,0,0.930349946022034,1,167,0.85628741979599,0.862275421619415,0,0,0,0,0,0,0,0,0,0,0,0.19486890733242,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0533. Mirak, Club",20,"Aragatsotn","Tec#20","Ashtarak",0,0,0.0328000001609325,0,0,0,0,0,0.967200040817261,61,533,1,0,0,0,"0533. Mirak, Club",0,1,71,0,0,0.921020925045013,0,1,0,0,0,1,0,0,1,0.98360002040863,1,78,0.782051265239716,0.910256385803223,0,0,0,0,0,0,0,0,0,0,0,0.181295320391655,33.8997001647949,93292,37,2521.40551757813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0461. Eghnik, Cultural House",19,"Aragatsotn","Tec#19","Talin",0.00910000037401915,0.0731000006198883,0.689499974250793,0.0958999991416931,0.00460000010207295,0,0,0,0.127900004386902,219,461,0,0,0,1,"0461. Eghnik, Cultural House",0.831900000572205,0.168099999427795,238,0,0,0.466770261526108,1,0,0,0,1,0,0,0,0,0.148000001907349,0,301,0.72757476568222,0.790697693824768,0,0,0,0,0,0,0,0,0,0,0,0.216734051704407,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0437. Byurakan, Cultural House",19,"Aragatsotn","Tec#19","Talin",0.00219999998807907,0.454100012779236,0.365700006484985,0.0535000003874302,0.00219999998807907,0.00330000021494925,0,0.00109999999403954,0.117899999022484,916,437,0,0,0,1,"0437. Byurakan, Cultural House",0.367900013923645,0.632099986076355,1185,0,0,0.461068391799927,1,0,0,0,1,0,0,0,0,0.375,0,1550,0.59096771478653,0.764516115188599,0,0,0,0,0,0,0,0,0,0,0,0.490763574838638,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0457. Dashtadem, Club",19,"Aragatsotn","Tec#19","Talin",0,0.103699997067451,0.285199999809265,0.0740999951958656,0.00370000000111759,0,0,0,0.533300042152405,270,457,1,1,0,0,"0457. Dashtadem, Club",0.451900035142899,0.548099994659424,270,0,0,0.684521317481995,0,1,0,0,0,1,0,0,1,0.540700018405914,0,403,0.669975161552429,0.669975161552429,0,0,0,0,0,0,0,0,0,0,0,0.234532058238983,33.8997001647949,93292,37,2521.40551757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0499. Ashtarak, N. Shirakatsi University",20,"Aragatsotn","Tec#20","Ashtarak",0.00239999988116324,0.169699996709824,0.362000018358231,0.029899999499321,0.00119999994058162,0.0108000002801418,0.00239999988116324,0,0.421699970960617,837,499,0,0,0,1,"0499. Ashtarak, N. Shirakatsi University",0.363000005483627,0.637000024318695,865,0,0,0.634291410446167,1,0,0,0,1,0,0,0,0,0.529349982738495,1,1808,0.462942481040955,0.478429198265076,0,0,0,0,0,0,0,0,0,0,0,0.554979979991913,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0507. Aragats, School",20,"Aragatsotn","Tec#20","Ashtarak",0.00150000001303852,0.693399965763092,0.123900003731251,0.0196000002324581,0,0,0,0,0.16159999370575,662,507,1,0,0,0,"0507. Aragats, School",0.293099999427795,0.706900000572205,580,0,0,0.481924206018448,0,1,0,0,0,1,0,0,1,0.434249997138977,1,1133,0.584289491176605,0.511915266513824,0,0,0,0,0,0,0,0,0,0,0,0.388513147830963,33.8997001647949,93292,37,2521.40551757813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0518. Eghiapatrush, Cultural House",20,"Aragatsotn","Tec#20","Ashtarak",0.00279999990016222,0.164799988269806,0.0782000049948692,0.00839999970048666,0,0.00279999990016222,0.00279999990016222,0.00279999990016222,0.737399995326996,358,518,0,0,0,1,"0518. Eghiapatrush, Cultural House",0.284099996089935,0.715900063514709,345,0,0,0.814299702644348,1,0,0,0,1,0,0,0,0,0.72664999961853,1,417,0.858513176441193,0.82733815908432,0,0,0,0,0,0,0,0,0,0,0,0.237052440643311,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0428. Ashtarak, Club",19,"Aragatsotn","Tec#19","Talin",0.00249999994412065,0.171299993991852,0.188899993896484,0.0453000031411648,0,0.035300001502037,0,0,0.556699991226196,397,428,0,0,1,1,"0428. Ashtarak, Club",0.36219996213913,0.637799978256226,381,1,0,0.711266815662384,0,0,1,0,0,0,1,0,1,0.597249984741211,0,522,0.760536372661591,0.729885041713715,0,0,0,0,0,0,0,0,0,0,0,0.256544917821884,33.8997001647949,93292,37,2521.40551757813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0520. Ttajur, Club",20,"Aragatsotn","Tec#20","Ashtarak",0.00579999992623925,0.242800012230873,0.35259997844696,0.0636000037193298,0,0,0,0,0.335299998521805,173,520,0,0,0,1,"0520. Ttajur, Club",0.536300003528595,0.463699996471405,179,0,0,0.58502721786499,1,0,0,0,1,0,0,0,0,0.399500012397766,1,209,0.827751219272614,0.856459319591522,0,0,0,0,0,0,0,0,0,0,0,0.20153683423996,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0455. Getap, Club",19,"Aragatsotn","Tec#19","Talin",0,0.17569999396801,0.13510000705719,0.0676000043749809,0,0,0,0,0.621599972248077,74,455,0,0,1,1,"0455. Getap, Club",0.302599996328354,0.697399973869324,76,1,0,0.748272001743317,0,0,1,0,0,0,1,0,1,0.659500002861023,0,136,0.544117629528046,0.558823525905609,0,0,0,0,0,0,0,0,0,0,0,0.190055519342422,33.8997001647949,93292,37,2521.40551757813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0425. Talin, kindergardnet,1-st entrance",19,"Aragatsotn","Tec#19","Talin",0.00139999995008111,0.108300000429153,0.541299998760223,0.0654999986290932,0,0.00139999995008111,0,0.00279999990016222,0.279199987649918,702,425,0,0,1,1,"0425. Talin, kindergardnet,1-st entrance",0.654400050640106,0.345600008964539,677,1,0,0.55303966999054,0,0,1,0,0,0,1,0,1,0.312399983406067,0,1169,0.600513279438019,0.579127430915833,0,0,0,0,0,0,0,0,0,0,0,0.397091299295425,33.8997001647949,93292,37,2521.40551757813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0511. Apnagyugh, School",20,"Aragatsotn","Tec#20","Ashtarak",0.00419999985024333,0.283300012350082,0.491699993610382,0.0166999995708466,0,0.0125000001862645,0,0,0.191699996590614,240,511,0,0,0,1,"0511. Apnagyugh, School",0.089599996805191,0.910400032997131,346,0,0,0.503148257732391,1,0,0,0,1,0,0,0,0,0.551050007343292,1,354,0.677966117858887,0.97740113735199,0,0,0,0,0,0,0,0,0,0,0,0.225857794284821,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0484. Vosketas, Cultural House",19,"Aragatsotn","Tec#19","Talin",0,0.0486999973654747,0.209699988365173,0.00370000000111759,0,0.00749999983236194,0,0.00370000000111759,0.726600050926209,267,484,0,0,0,1,"0484. Vosketas, Cultural House",0.200699999928474,0.799300014972687,269,0,0,0.808141708374023,1,0,0,0,1,0,0,0,0,0.76295006275177,0,329,0.811550140380859,0.817629158496857,0,0,0,0,0,0,0,0,0,0,0,0.221520587801933,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0549. Vardenis, School",20,"Aragatsotn","Tec#20","Ashtarak",0.0113000003620982,0.383499979972839,0.165400013327599,0.0939999967813492,0,0.00749999983236194,0,0,0.33830001950264,266,549,0,0,0,1,"0549. Vardenis, School",0.477299988269806,0.522700011730194,264,0,0,0.586737811565399,1,0,0,0,1,0,0,0,0,0.430500030517578,1,422,0.630331754684448,0.625592410564423,0,0,0,0,0,0,0,0,0,0,0,0.237957090139389,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0424. Talin, cultural cceter 2-nd entrance",19,"Aragatsotn","Tec#19","Talin",0.00410000002011657,0.133799999952316,0.513499975204468,0.0405000001192093,0,0.00270000007003546,0,0.00139999995008111,0.304100006818771,740,424,0,0,1,1,"0424. Talin, cultural cceter 2-nd entrance",0.528800010681152,0.471199989318848,730,1,0,0.567237377166748,0,0,1,0,0,0,1,0,1,0.387650012969971,0,1219,0.607054948806763,0.598851501941681,0,0,0,0,0,0,0,0,0,0,0,0.409110069274902,33.8997001647949,93292,37,2521.40551757813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0551. Ushi, Cultural House",20,"Aragatsotn","Tec#20","Ashtarak",0.00340000004507601,0.324900031089783,0.216600000858307,0.0338000021874905,0,0.00170000002253801,0,0,0.419599980115891,591,551,0,0,0,1,"0551. Ushi, Cultural House",0.362100005149841,0.637899994850159,696,0,0,0.633094072341919,1,0,0,0,1,0,0,0,0,0.528750002384186,1,976,0.605532765388489,0.713114738464355,0,0,0,0,0,0,0,0,0,0,0,0.351962924003601,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0492. Ashtarak, N 1 School",20,"Aragatsotn","Tec#20","Ashtarak",0.0031999999191612,0.167700007557869,0.431199997663498,0.0538000017404556,0,0.0128999995067716,0,0.00109999999403954,0.33009997010231,930,492,1,0,1,0,"0492. Ashtarak, N 1 School",0.526799976825714,0.473199993371964,1008,1,0,0.573766052722931,0,0,0,1,0,0,0,1,1,0.401649981737137,1,1653,0.562613427639008,0.609800338745117,0,0,0,0,0,0,0,0,0,0,0,0.516482830047607,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0463. Zovasar, Club",19,"Aragatsotn","Tec#19","Talin",0.00349999987520278,0.0703999996185303,0.5,0.00699999975040555,0.00349999987520278,0.00699999975040555,0,0.00349999987520278,0.404900014400482,284,463,0,0,0,1,"0463. Zovasar, Club",0.45770001411438,0.54229998588562,284,0,0,0.624712288379669,1,0,0,0,1,0,0,0,0,0.473600000143051,0,376,0.755319178104401,0.755319178104401,0,0,0,0,0,0,0,0,0,0,0,0.229724019765854,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0545. Sangyar, Club",20,"Aragatsotn","Tec#20","Ashtarak",0,0.0265000015497208,0.212400004267693,0,0,0.00879999995231628,0,0,0.75220000743866,113,545,0,0,0,1,"0545. Sangyar, Club",0.259299993515015,0.740700006484985,135,0,0,0.822738528251648,1,0,0,0,1,0,0,0,0,0.746450006961823,1,280,0.403571426868439,0.482142865657806,0,0,0,0,0,0,0,0,0,0,0,0.213193535804749,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0427. Ashtarak, Araji Cultural House",19,"Aragatsotn","Tec#19","Talin",0.00109999999403954,0.103699997067451,0.328300029039383,0.029899999499321,0.00109999999403954,0.0107000004500151,0.00109999999403954,0.00109999999403954,0.523000001907349,935,427,0,0,0,1,"0427. Ashtarak, Araji Cultural House",0.317900002002716,0.682099997997284,1057,0,0,0.692051470279694,1,0,0,0,1,0,0,0,0,0.602550029754639,0,1868,0.500535309314728,0.565845847129822,0,0,0,0,0,0,0,0,0,0,0,0.569731950759888,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"  0544. Saghmosavan, previous shop",20,"Aragatsotn","Tec#20","Ashtarak",0.0111999996006489,0.190999999642372,0.348300009965897,0.0898999944329262,0,0.0225000008940697,0,0,0.337099999189377,89,544,0,0,0,1,"0544. Saghmosavan, previous shop",0.373600006103516,0.626399993896484,91,0,0,0.586053550243378,1,0,0,0,1,0,0,0,0,0.481750011444092,1,143,0.622377634048462,0.636363625526428,0,0,0,0,0,0,0,0,0,0,0,0.191134393215179,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0449. Aragatsotn, Cultural House",19,"Aragatsotn","Tec#19","Talin",0.00270000007003546,0.0964999943971634,0.402099996805191,0.0428999997675419,0,0.0214000009000301,0,0.00270000007003546,0.431600004434586,373,449,0,0,0,1,"0449. Aragatsotn, Cultural House",0.473699986934662,0.526300013065338,380,0,0,0.639936327934265,1,0,0,0,1,0,0,0,0,0.478950023651123,0,690,0.540579736232758,0.550724625587463,0,0,0,0,0,0,0,0,0,0,0,0.289840459823608,33.8997001647949,93292,37,2521.40551757813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
